2022-05-14 21:05:08 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:23 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:401 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:770 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:949 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:119 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:10 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:582 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:585 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:73 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:709 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:326 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:475 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:635 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 21:05:19 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:330 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:343 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:466 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:844 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:445 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:965 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:814 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:847 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:223 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:272 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:938 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:771 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:148 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:922 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:676 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:135 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:810 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:483 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:902 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 22:05:202 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 23:05:746 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 23:05:906 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-14 23:05:841 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:76 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:34 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:803 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:246 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:821 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:457 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:598 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:70 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:646 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:784 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:280 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:632 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:998 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:871 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:348 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:718 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:696 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:568 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:321 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:706 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:725 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 07:05:853 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:624 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:948 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:195 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:82 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:544 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:703 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:105 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:926 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:342 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:538 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:978 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:300 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:709 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:977 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 08:05:736 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 12:05:68 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 12:05:623 INFO  HomePage :63 - Click on login link: [[ChromeDriver: chrome on WINDOWS (5c8ef54c475612a5f607de4e8bf59fb4)] -> link text: Log in]
2022-05-15 12:05:781 INFO  LoginPage :46 - Entering email: 
2022-05-15 12:05:260 INFO  LoginPage :52 - 
2022-05-15 12:05:460 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 12:05:281 INFO  HomePage :63 - Click on login link: [[ChromeDriver: chrome on WINDOWS (6c2a29192afe2be67dc3f364a469f380)] -> link text: Log in]
2022-05-15 12:05:366 INFO  LoginPage :46 - Entering email: 
2022-05-15 12:05:812 INFO  LoginPage :52 - 
2022-05-16 06:05:998 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 06:05:287 INFO  ComputerPage :37 - Verifying Computer text: [[ChromeDriver: chrome on WINDOWS (ae5f34e872575946ed9a3fcef457ce84)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-16 06:05:41 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 06:05:923 INFO  ComputerPage :43 - Clicking on desktop link: [[ChromeDriver: chrome on WINDOWS (3557eb98bb8c2ba0f8e478f40da5d77f)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-16 06:05:951 INFO  DesktopsPage :40 - Verifying desktop text: [[ChromeDriver: chrome on WINDOWS (3557eb98bb8c2ba0f8e478f40da5d77f)] -> xpath: //h1[contains(text(),'Desktops')]]
2022-05-16 06:05:679 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 06:05:587 INFO  ComputerPage :43 - Clicking on desktop link: [[ChromeDriver: chrome on WINDOWS (f900786b2a45d1018a4bdbf49282385f)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-16 06:05:13 INFO  DesktopsPage :63 - Select product from desktop page: [[ChromeDriver: chrome on WINDOWS (f900786b2a45d1018a4bdbf49282385f)] -> xpath: //div[@class='picture']]
2022-05-16 06:05:251 INFO  BuildYourOwnComputerPage :67 - configuration selected as per various options available: 
2022-05-16 06:05:181 INFO  BuildYourOwnComputerPage :57 - Verifying Product added to cart message: [[ChromeDriver: chrome on WINDOWS (f900786b2a45d1018a4bdbf49282385f)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-16 06:05:864 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 06:05:888 INFO  HomePage :63 - Click on login link: [[ChromeDriver: chrome on WINDOWS (c00b881e58dc4adf04839208cfcd8af5)] -> link text: Log in]
2022-05-16 06:05:924 INFO  LoginPage :42 - Getting welcome text: [[ChromeDriver: chrome on WINDOWS (c00b881e58dc4adf04839208cfcd8af5)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-16 06:05:617 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 06:05:378 INFO  HomePage :63 - Click on login link: [[ChromeDriver: chrome on WINDOWS (4a39b2ce1d8df4a8c424c6897180222b)] -> link text: Log in]
2022-05-16 06:05:408 INFO  LoginPage :47 - Entering email: 
2022-05-16 06:05:546 INFO  LoginPage :53 - Entering Password: [[ChromeDriver: chrome on WINDOWS (4a39b2ce1d8df4a8c424c6897180222b)] -> name: Password]
2022-05-16 06:05:189 INFO  LoginPage :59 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (4a39b2ce1d8df4a8c424c6897180222b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 06:05:214 INFO  HomePage :82 - Verifying logout link is displayed : [[ChromeDriver: chrome on WINDOWS (4a39b2ce1d8df4a8c424c6897180222b)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-16 06:05:953 INFO  ManageDriver :31 - Launching Chrome Browser
